date,close,volume,open,high,low,,,,,,,,,,,,,,,,,,,
1/30/2008,18.8829,309827373,18.7671,19.35,18.5714,,,,,,,,,,,,,,,,,,,
1/31/2008,19.3371,335951171,18.4929,19.5214,18.4857,,,,,,,,,,,,,,,,,,,
2/1/2008,19.1071,252521086,19.4629,19.5129,18.8829,,,,,,,,,,,,,,,,,,,
2/4/2008,18.8071,224736887,19.1729,19.4143,18.7743,,,,,,,,,,,,,,,,,,,
2/5/2008,18.48,284913525,18.6329,19.1429,18.4143,,,,,,,,,,,,,,,,,,,
2/6/2008,17.4286,391934318,18.69,18.8457,17.3957,,,,,,,,,,,,,,,,,,,
2/7/2008,17.32,520508676,17.1386,17.8257,16.7529,,,,,,,,,,,,,,,,,,,
2/8/2008,17.9257,338697412,17.44,17.9571,17.3714,,,,,,,,,,,,,,,,,,,
2/11/2008,18.4929,299948690,18.2871,18.5686,18.1714,,,,,,,,,,,,,,,,,,,
2/12/2008,17.8371,306192272,18.6714,18.7143,17.66,,,,,,,,,,,,,,,,,,,
2/13/2008,18.4857,241604722,18.0971,18.54,17.9471,,,,,,,,,,,,,,,,,,,
2/14/2008,18.2086,238416082,18.4857,18.6857,18.1443,,,,,,,,,,,,,,,,,,,
2/15/2008,17.8043,223874067,18.0386,18.1543,17.7229,,,,,,,,,,,,,,,,,,,
2/19/2008,17.4543,250929705,17.9986,18.1071,17.3486,,,,,,,,,,,,,,,,,,,
2/20/2008,17.6886,241487052,17.4571,17.8,17.3829,,,,,,,,,,,,,,,,,,,
2/21/2008,17.3629,233455880,18.0071,18.0671,17.2657,,,,,,,,,,,,,,,,,,,
2/22/2008,17.0657,382019865,17.4971,17.5014,16.5529,,,,,,,,,,,,,,,,,,,
2/25/2008,17.1057,313852794,16.9414,17.1671,16.6663,,,,,,,,,,,,,,,,,,,
2/26/2008,17.0214,373867242,16.8057,17.2986,16.4914,,,,,,,,,,,,,,,,,,,
2/27/2008,17.5657,363411409,16.89,17.5786,16.87,,,,,,,,,,,,,,,,,,,
2/28/2008,18.5586,403922731,18.1714,18.8857,17.9671,,,,,,,,,,,,,,,,,,,
2/29/2008,17.86,311596273,18.47,18.6014,17.8286,,,,,,,,,,,,,,,,,,,
3/3/2008,17.39,398020749,17.7771,17.9971,16.8571,,,,,,,,,,,,,,,,,,,
3/4/2008,17.8029,446149824,17.4271,17.84,17.2,,,,,,,,,,,,,,,,,,,
3/5/2008,17.7843,304205461,17.6543,17.8771,17.4643,,,,,,,,,,,,,,,,,,,
3/6/2008,17.2757,368132490,17.8021,18.2143,17.2586,,,,,,,,,,,,,,,,,,,
3/7/2008,17.4643,307564342,17.2014,17.5686,17.0071,,,,,,,,,,,,,,,,,,,
3/10/2008,17.0986,249758465,17.4257,17.6371,17.0529,,,,,,,,,,,,,,,,,,,
3/11/2008,18.1929,289874357,17.7286,18.2114,17.4286,,,,,,,,,,,,,,,,,,,
3/12/2008,18.0043,264768989,18.1486,18.3829,17.8814,,,,,,,,,,,,,,,,,,,
3/13/2008,18.2771,315318735,17.7286,18.5,17.5714,,,,,,,,,,,,,,,,,,,
3/14/2008,18.0871,289115487,18.5543,18.6143,17.7429,,,,,,,,,,,,,,,,,,,
3/17/2008,18.1043,267717460,17.5071,18.37,17.5071,,,,,,,,,,,,,,,,,,,
3/18/2008,18.9743,300486290,18.4543,19.0002,18.3814,,,,,,,,,,,,,,,,,,,
3/19/2008,18.5243,252491966,19.0171,19.1843,18.5243,,,,,,,,,,,,,,,,,,,
3/20/2008,19.0386,226741198,18.7314,19.0416,18.4543,,,,,,,,,,,,,,,,,,,
3/24/2008,19.9329,266346300,19.1443,20.1214,19.0914,,,,,,,,,,,,,,,,,,,
3/25/2008,20.14,263058049,19.9943,20.4429,19.6186,,,,,,,,,,,,,,,,,,,
3/26/2008,20.7229,295129119,20.1243,20.82,20.0914,,,,,,,,,,,,,,,,,,,
3/27/2008,20.0357,249231715,20.7071,20.7586,19.9986,,,,,,,,,,,,,,,,,,,
3/28/2008,20.43,178464914,20.2571,20.6643,20.2286,,,,,,,,,,,,,,,,,,,
3/31/2008,20.5,191749658,20.4671,20.8157,20.36,,,,,,,,,,,,,,,,,,,
4/1/2008,21.3614,257596927,20.9,21.38,20.5157,,,,,,,,,,,,,,,,,,,
4/2/2008,21.07,260236278,21.2543,21.6,20.8357,,,,,,,,,,,,,,,,,,,
4/3/2008,21.6586,262789809,21.0086,21.9471,21,,,,,,,,,,,,,,,,,,,
4/4/2008,21.8686,213231824,21.7414,22.1021,21.5357,,,,,,,,,,,,,,,,,,,
4/7/2008,22.27,289539827,22.3043,22.8129,22.1586,,,,,,,,,,,,,,,,,,,
4/8/2008,21.8343,253412396,21.9357,22.35,21.76,,,,,,,,,,,,,,,,,,,
4/9/2008,21.6343,218270075,21.9014,21.9843,21.4943,,,,,,,,,,,,,,,,,,,
4/10/2008,22.0786,238914552,21.59,22.2029,21.5143,,,,,,,,,,,,,,,,,,,
4/11/2008,21.02,300941920,21.8171,21.9,20.9143,,,,,,,,,,,,,,,,,,,
4/14/2008,21.1114,211240113,20.9671,21.3214,20.6486,,,,,,,,,,,,,,,,,,,
4/15/2008,21.1971,173766442,21.3429,21.3886,20.8171,,,,,,,,,,,,,,,,,,,
4/16/2008,21.9571,198569340,21.6743,22.0143,21.5171,,,,,,,,,,,,,,,,,,,
4/17/2008,22.07,175625503,22.0243,22.2857,21.9071,,,,,,,,,,,,,,,,,,,
4/18/2008,23.0057,256500517,22.7314,23.18,22.6257,,,,,,,,,,,,,,,,,,,
4/21/2008,24.0228,259419938,23.1729,24.0714,23.1086,,,,,,,,,,,,,,,,,,,
4/22/2008,22.8857,358271727,23.9143,24,22.5843,,,,,,,,,,,,,,,,,,,
4/23/2008,23.27,357445167,23.4357,23.5486,23.0114,,,,,,,,,,,,,,,,,,,
4/24/2008,24.1343,423814077,23.62,24.2828,22.742,,,,,,,,,,,,,,,,,,,
4/25/2008,24.2471,247883934,24.3857,24.4428,23.7743,,,,,,,,,,,,,,,,,,,
4/28/2008,24.6057,196496779,24.25,24.8214,24.1614,,,,,,,,,,,,,,,,,,,
4/29/2008,25.0071,230579159,24.4443,25.0943,24.3214,,,,,,,,,,,,,,,,,,,
4/30/2008,24.85,284456285,25.17,25.7143,24.7028,,,,,,,,,,,,,,,,,,,
5/1/2008,25.7143,225545388,24.9943,25.7143,24.98,,,,,,,,,,,,,,,,,,,
5/2/2008,25.8486,248937505,25.7414,25.9886,25.5071,,,,,,,,,,,,,,,,,,,
5/5/2008,26.39,213317714,25.9886,26.4728,25.8643,,,,,,,,,,,,,,,,,,,
5/6/2008,26.6657,229405189,26.38,26.7314,26.0257,,,,,,,,,,,,,,,,,,,
5/7/2008,26.0843,288917037,26.5786,26.8857,25.7914,,,,,,,,,,,,,,,,,,,
5/8/2008,26.4371,224577427,26.2528,26.6428,26.1528,,,,,,,,,,,,,,,,,,,
5/9/2008,26.2071,168155030,26.1657,26.3214,25.91,,,,,,,,,,,,,,,,,,,
5/12/2008,26.88,204610271,26.4586,26.9814,26.1214,,,,,,,,,,,,,,,,,,,
5/13/2008,27.1371,205373622,26.9443,27.35,26.8371,,,,,,,,,,,,,,,,,,,
5/14/2008,26.6086,228965729,27.3186,27.4628,26.51,,,,,,,,,,,,,,,,,,,
5/15/2008,27.1043,218080655,26.6871,27.1286,26.3143,,,,,,,,,,,,,,,,,,,
5/16/2008,26.8029,191255457,27.1586,27.1857,26.7143,,,,,,,,,,,,,,,,,,,
5/19/2008,26.2286,236428781,26.8371,26.9557,25.9,,,,,,,,,,,,,,,,,,,
5/20/2008,26.5571,242205393,25.9743,26.5943,25.7314,,,,,,,,,,,,,,,,,,,
5/21/2008,25.4557,289161897,26.5243,26.8571,25.1786,,,,,,,,,,,,,,,,,,,
5/22/2008,25.2928,301654450,25.6086,25.9043,24.5714,,,,,,,,,,,,,,,,,,,
5/23/2008,25.8814,226655238,25.8243,25.9986,25.4,,,,,,,,,,,,,,,,,,,
5/27/2008,26.6328,197271539,26.1071,26.6328,25.9771,,,,,,,,,,,,,,,,,,,
5/28/2008,26.7157,185820236,26.7728,26.85,26.2457,,,,,,,,,,,,,,,,,,,
5/29/2008,26.67,161597008,26.68,26.8857,26.5,,,,,,,,,,,,,,,,,,,
5/30/2008,26.9643,151904176,26.7786,27.0771,26.7686,,,,,,,,,,,,,,,,,,,
6/2/2008,26.5857,169720581,26.9428,27.0928,26.3614,,,,,,,,,,,,,,,,,,,
6/3/2008,26.4814,187602996,26.6943,26.8857,26.0479,,,,,,,,,,,,,,,,,,,
6/4/2008,26.4557,181706405,26.2886,26.7271,26.1757,,,,,,,,,,,,,,,,,,,
6/5/2008,27.0614,188408417,26.62,27.12,26.5286,,,,,,,,,,,,,,,,,,,
6/6/2008,26.52,241065722,26.8571,27.1357,26.5071,,,,,,,,,,,,,,,,,,,
6/9/2008,25.9443,471402121,26.3986,26.42,25.1071,,,,,,,,,,,,,,,,,,,
6/10/2008,26.52,285075086,25.7871,26.6828,25.5743,,,,,,,,,,,,,,,,,,,
6/11/2008,25.83,240184982,26.3343,26.5714,25.6557,,,,,,,,,,,,,,,,,,,
6/12/2008,24.7514,326588948,25.9271,26.0857,24.4571,,,,,,,,,,,,,,,,,,,
6/13/2008,24.6243,336293331,24.52,24.88,23.6157,,,,,,,,,,,,,,,,,,,
6/16/2008,25.2628,262753619,24.4714,25.4143,24.1528,,,,,,,,,,,,,,,,,,,
6/17/2008,25.9186,224854207,25.4428,25.9986,25.3443,,,,,,,,,,,,,,,,,,,
6/18/2008,25.5357,202745121,25.8743,26.0286,25.3357,,,,,,,,,,,,,,,,,,,
6/19/2008,25.8428,197969579,25.5071,26.0486,25.2571,,,,,,,,,,,,,,,,,,,
6/20/2008,25.0386,221920997,25.6214,25.8571,25,,,,,,,,,,,,,,,,,,,
6/23/2008,24.7371,161343188,24.9628,25.1257,24.5086,,,,,,,,,,,,,,,,,,,
6/24/2008,24.75,155477327,24.6243,25.1114,24.5186,,,,,,,,,,,,,,,,,,,
6/25/2008,25.3414,160818538,24.9443,25.5471,24.84,,,,,,,,,,,,,,,,,,,
6/26/2008,24.0371,217047805,24.8671,24.9777,24.0014,,,,,,,,,,,,,,,,,,,
6/27/2008,24.2986,259441218,23.7871,24.3671,23.45,,,,,,,,,,,,,,,,,,,
6/30/2008,23.92,170970151,24.3128,24.5714,23.8029,,,,,,,,,,,,,,,,,,,
7/1/2008,24.9543,277547563,23.4614,24.96,23.4286,,,,,,,,,,,,,,,,,,,
7/2/2008,24.0257,209373493,25.0286,25.35,24.0255,,,,,,,,,,,,,,,,,,,
7/3/2008,24.3028,130859299,24.2271,24.5957,23.6786,,,,,,,,,,,,,,,,,,,
7/7/2008,25.0228,204853661,24.7371,25.3043,24.5571,,,,,,,,,,,,,,,,,,,
7/8/2008,25.65,222032297,25.0571,25.6714,24.6771,,,,,,,,,,,,,,,,,,,
7/9/2008,24.8928,223687237,25.7428,25.8443,24.8771,,,,,,,,,,,,,,,,,,,
7/10/2008,25.2328,209579153,24.9886,25.3343,24.4814,,,,,,,,,,,,,,,,,,,
7/11/2008,24.6543,232340220,25.0671,25.3014,24.4286,,,,,,,,,,,,,,,,,,,
7/14/2008,24.84,221327816,25.6057,25.6143,24.7257,,,,,,,,,,,,,,,,,,,
7/15/2008,24.2343,259847638,24.64,24.82,23.77,,,,,,,,,,,,,,,,,,,
7/16/2008,24.6871,186930436,24.3143,24.7043,24.0857,,,,,,,,,,,,,,,,,,,
7/17/2008,24.5443,188662937,24.8714,24.9971,24.4843,,,,,,,,,,,,,,,,,,,
7/18/2008,23.5929,215647245,24.0743,24.2357,23.5714,,,,,,,,,,,,,,,,,,,
7/21/2008,23.7557,310129983,23.8428,23.9286,23.0171,,,,,,,,,,,,,,,,,,,
7/22/2008,23.1457,469122431,21.2857,23.2514,20.9329,,,,,,,,,,,,,,,,,,,
7/23/2008,23.7514,264714109,23.57,24.0528,23.08,,,,,,,,,,,,,,,,,,,
7/24/2008,22.7186,209452873,23.4743,23.6086,22.6357,,,,,,,,,,,,,,,,,,,
7/25/2008,23.16,158194517,22.9143,23.2857,22.6643,,,,,,,,,,,,,,,,,,,
7/28/2008,22.0571,195099859,23.1914,23.21,22.0029,,,,,,,,,,,,,,,,,,,
7/29/2008,22.44,170951881,22.2014,22.7786,21.95,,,,,,,,,,,,,,,,,,,
7/30/2008,22.84,181038184,22.54,22.9271,22.2971,,,,,,,,,,,,,,,,,,,
7/31/2008,22.7071,159163178,22.5057,23.1714,22.4257,,,,,,,,,,,,,,,,,,,
8/1/2008,22.38,130755839,22.8429,22.8557,22.25,,,,,,,,,,,,,,,,,,,
8/4/2008,21.89,147694724,22.3714,22.5571,21.8443,,,,,,,,,,,,,,,,,,,
8/5/2008,22.9486,171931322,22.2029,22.9714,22.1171,,,,,,,,,,,,,,,,,,,
8/6/2008,23.4557,197800459,22.8529,23.9143,22.5714,,,,,,,,,,,,,,,,,,,
8/7/2008,23.3671,168008730,23.2443,23.7357,23.0714,,,,,,,,,,,,,,,,,,,
8/8/2008,24.2214,178425574,23.4086,24.2357,23.3929,,,,,,,,,,,,,,,,,,,
8/11/2008,24.7943,222653337,24.2957,25.2143,24.2386,,,,,,,,,,,,,,,,,,,
8/12/2008,25.2471,208987793,24.7886,25.6128,24.7871,,,,,,,,,,,,,,,,,,,
8/13/2008,25.6143,210556213,25.4257,25.7143,25.1286,,,,,,,,,,,,,,,,,,,
8/14/2008,25.6171,177684343,25.4757,25.7786,25.4057,,,,,,,,,,,,,,,,,,,
8/15/2008,25.1057,176996663,25.5771,25.6786,25.0071,,,,,,,,,,,,,,,,,,,
8/18/2008,25.0557,137832351,25.0814,25.4014,24.8314,,,,,,,,,,,,,,,,,,,
8/19/2008,24.79,153915766,24.9343,25.2957,24.5443,,,,,,,,,,,,,,,,,,,
8/20/2008,25.12,126718798,24.9676,25.2771,24.8014,,,,,,,,,,,,,,,,,,,
8/21/2008,24.8986,134917270,24.9243,25.0643,24.5557,,,,,,,,,,,,,,,,,,,
8/22/2008,25.2557,109873363,25.1171,25.3571,25.0814,,,,,,,,,,,,,,,,,,,
8/25/2008,24.65,121049286,25.1643,25.1757,24.5228,,,,,,,,,,,,,,,,,,,
8/26/2008,24.8057,111348823,24.68,24.9828,24.6586,,,,,,,,,,,,,,,,,,,
8/27/2008,24.9528,119143396,24.7586,25.1086,24.5987,,,,,,,,,,,,,,,,,,,
8/28/2008,24.82,107703362,25.04,25.1786,24.6786,,,,,,,,,,,,,,,,,,,
8/29/2008,24.2186,149788565,24.7086,24.7857,24.1486,,,,,,,,,,,,,,,,,,,
9/2/2008,23.7414,194434788,24.6286,24.7857,23.5714,,,,,,,,,,,,,,,,,,,
9/3/2008,23.8514,183683415,23.8343,24.0971,23.4286,,,,,,,,,,,,,,,,,,,
9/4/2008,23.0314,185707606,23.6943,23.9875,22.9729,,,,,,,,,,,,,,,,,,,
9/5/2008,22.8829,196548999,22.6557,23.2,22.5214,,,,,,,,,,,,,,,,,,,
9/8/2008,22.56,261433418,23.51,23.5557,21.6369,,,,,,,,,,,,,,,,,,,
9/9/2008,21.6686,311031163,22.4086,22.8514,21.3986,,,,,,,,,,,,,,,,,,,
9/10/2008,21.6586,243263793,21.76,22.1414,21.2571,,,,,,,,,,,,,,,,,,,
9/11/2008,21.8071,242589553,21.1686,21.8557,20.8571,,,,,,,,,,,,,,,,,,,
9/12/2008,21.2771,198030689,21.5586,21.5586,20.9286,,,,,,,,,,,,,,,,,,,
9/15/2008,20.0514,229793129,20.29,21.0986,20.0514,,,,,,,,,,,,,,,,,,,
9/16/2008,19.9829,299580630,19.1229,20.3571,18.8786,,,,,,,,,,,,,,,,,,,
9/17/2008,18.2614,299816530,19.7843,19.7871,18.2614,,,,,,,,,,,,,,,,,,,
9/18/2008,19.1557,418680276,18.6529,20,17.24,,,,,,,,,,,,,,,,,,,
9/19/2008,20.13,357663987,20.3714,20.6,19.4729,,,,,,,,,,,,,,,,,,,
9/22/2008,18.7214,213955344,19.9914,20.0357,18.6657,,,,,,,,,,,,,,,,,,,
9/23/2008,18.12,319662166,18.8357,19.4,18.0943,,,,,,,,,,,,,,,,,,,
9/24/2008,18.3871,261674499,18.1814,18.7071,17.8786,,,,,,,,,,,,,,,,,,,
9/25/2008,18.8471,250381675,18.5429,19.2557,18.36,,,,,,,,,,,,,,,,,,,
9/26/2008,18.32,281382864,17.8443,18.5429,17.5714,,,,,,,,,,,,,,,,,,,
9/29/2008,15.0371,654877916,17.0886,17.0971,14.37,,,,,,,,,,,,,,,,,,,
9/30/2008,16.2371,406771382,15.4643,16.4286,15.1857,,,,,,,,,,,,,,,,,,,
10/1/2008,15.5886,324046757,15.9886,16.0514,15.3414,,,,,,,,,,,,,,,,,,,
10/2/2008,14.3,402176091,15.43,15.5414,14.2857,,,,,,,,,,,,,,,,,,,
10/3/2008,13.8671,573323692,14.8571,15.2143,13.5214,,,,,,,,,,,,,,,,,,,
10/6/2008,14.02,526652508,13.1371,14.1114,12.5057,,,,,,,,,,,,,,,,,,,
10/7/2008,12.7371,469562941,14.3543,14.5,12.7071,,,,,,,,,,,,,,,,,,,
10/8/2008,12.8271,551839846,12.2733,13.7614,12.24,,,,,,,,,,,,,,,,,,,
10/9/2008,12.6771,404188521,13.3357,13.6857,12.3714,,,,,,,,,,,,,,,,,,,
10/10/2008,13.8286,554729026,12.2429,14.2857,12.1429,,,,,,,,,,,,,,,,,,,
10/13/2008,15.7514,384649975,14.9357,15.79,14.4314,,,,,,,,,,,,,,,,,,,
10/14/2008,14.8686,494854438,16.6086,16.6286,14.7343,,,,,,,,,,,,,,,,,,,
10/15/2008,13.9929,395504039,14.8343,15.2857,13.9843,,,,,,,,,,,,,,,,,,,
10/16/2008,14.5557,489081257,14.2529,14.7757,13.1057,,,,,,,,,,,,,,,,,,,
10/17/2008,13.9143,440238462,14.2286,14.5771,12.2693,,,,,,,,,,,,,,,,,,,
10/20/2008,14.0629,386529336,14.2543,14.29,13.3771,,,,,,,,,,,,,,,,,,,
10/21/2008,13.07,496907469,13.85,13.9857,13.0229,,,,,,,,,,,,,,,,,,,
10/22/2008,13.8386,561642508,13.91,14.4643,13.2757,,,,,,,,,,,,,,,,,,,
10/23/2008,14.0329,418415956,13.7871,14.1786,13.1286,,,,,,,,,,,,,,,,,,,
10/24/2008,13.7686,397326629,12.9043,13.9857,12.8729,,,,,,,,,,,,,,,,,,,
10/27/2008,13.1557,301981701,13.5814,13.9471,13.1229,,,,,,,,,,,,,,,,,,,
10/28/2008,14.2729,407733112,13.6329,14.3571,13.1957,,,,,,,,,,,,,,,,,,,
10/29/2008,14.9357,487927166,14.4086,15.6486,14.2771,,,,,,,,,,,,,,,,,,,
10/30/2008,15.8629,409149983,15.4614,16.0271,15.3729,,,,,,,,,,,,,,,,,,,
10/31/2008,15.37,414654784,15.3429,15.8257,15.02,,,,,,,,,,,,,,,,,,,
11/3/2008,15.28,264454899,15.1329,15.5857,14.98,,,,,,,,,,,,,,,,,,,
11/4/2008,15.8557,349631275,15.7129,15.97,15.2386,,,,,,,,,,,,,,,,,,,
11/5/2008,14.7571,313994544,15.5586,15.6743,14.7129,,,,,,,,,,,,,,,,,,,
11/6/2008,14.1571,329509489,14.4357,14.6829,14,,,,,,,,,,,,,,,,,,,
11/7/2008,14.0343,273709112,14.1771,14.2643,13.6743,,,,,,,,,,,,,,,,,,,
11/10/2008,13.6971,280864234,14.31,14.3429,13.5,,,,,,,,,,,,,,,,,,,
11/11/2008,13.5386,305980172,13.5443,13.8814,13.18,,,,,,,,,,,,,,,,,,,
11/12/2008,12.8743,293845458,13.2043,13.32,12.8586,,,,,,,,,,,,,,,,,,,
11/13/2008,13.7771,463442489,12.8386,13.7771,12.2886,,,,,,,,,,,,,,,,,,,
11/14/2008,12.8914,350974365,13.3943,13.4271,12.8571,,,,,,,,,,,,,,,,,,,
11/17/2008,12.5914,290591997,12.64,12.9357,12.4657,,,,,,,,,,,,,,,,,,,
11/18/2008,12.8443,302382171,12.8057,12.9986,12.4086,,,,,,,,,,,,,,,,,,,
11/19/2008,12.3271,292861538,12.7771,13.0829,12.3157,,,,,,,,,,,,,,,,,,,
11/20/2008,11.4986,428763569,12.1771,12.35,11.4286,,,,,,,,,,,,,,,,,,,
11/21/2008,11.7971,392046668,11.7043,12.0171,11.3057,,,,,,,,,,,,,,,,,,,
11/24/2008,13.2786,360468748,12.1729,13.5414,12.12,,,,,,,,,,,,,,,,,,,
11/25/2008,12.9714,308776603,13.5186,13.53,12.5943,,,,,,,,,,,,,,,,,,,
11/26/2008,13.5714,224858127,12.8457,13.6071,12.8357,,,,,,,,,,,,,,,,,,,
11/28/2008,13.2386,75301403,13.5286,13.5371,13.1229,,,,,,,,,,,,,,,,,,,
12/1/2008,12.7043,230862519,13.0429,13.1814,12.7033,,,,,,,,,,,,,,,,,,,
12/2/2008,13.21,287117476,12.8614,13.2357,12.3571,,,,,,,,,,,,,,,,,,,
12/3/2008,13.7,334651410,12.7714,13.7471,12.6857,,,,,,,,,,,,,,,,,,,
12/4/2008,13.0586,272823192,13.49,13.6014,12.7229,,,,,,,,,,,,,,,,,,,
12/5/2008,13.4286,260894768,12.9071,13.4986,12.6943,,,,,,,,,,,,,,,,,,,
12/8/2008,14.2457,295986969,13.8971,14.4,13.6857,,,,,,,,,,,,,,,,,,,
12/9/2008,14.2943,300828240,14.0057,14.8,13.8871,,,,,,,,,,,,,,,,,,,
12/10/2008,14.03,234464370,13.9814,14.2129,13.7857,,,,,,,,,,,,,,,,,,,
12/11/2008,13.5714,260101878,13.9071,14.4629,13.5471,,,,,,,,,,,,,,,,,,,
12/12/2008,14.0386,260267638,13.2571,14.1429,13.2186,,,,,,,,,,,,,,,,,,,
12/15/2008,13.5357,222574447,13.7129,13.7443,13.2857,,,,,,,,,,,,,,,,,,,
12/16/2008,13.6329,270637301,13.4257,13.7829,13.25,,,,,,,,,,,,,,,,,,,
12/17/2008,12.7371,322891827,13.0043,13.0143,12.5743,,,,,,,,,,,,,,,,,,,
12/18/2008,12.7757,214053904,12.7586,12.9757,12.6343,,,,,,,,,,,,,,,,,,,
12/19/2008,12.8571,200379260,12.8486,12.9914,12.6857,,,,,,,,,,,,,,,,,,,
12/22/2008,12.2486,211098153,12.86,12.8614,12.0986,,,,,,,,,,,,,,,,,,,
12/23/2008,12.34,158729808,12.41,12.5529,12.2714,,,,,,,,,,,,,,,,,,,
12/24/2008,12.1486,67864978,12.3057,12.3214,12.0786,,,,,,,,,,,,,,,,,,,
12/26/2008,12.2586,77073663,12.3771,12.4886,12.1771,,,,,,,,,,,,,,,,,,,
12/29/2008,12.3729,171484861,12.36,12.5171,12.1529,,,,,,,,,,,,,,,,,,,
12/30/2008,12.3271,241571472,12.4886,12.5786,12.1029,,,,,,,,,,,,,,,,,,,
12/31/2008,12.1929,151882756,12.2814,12.5343,12.1914,,,,,,,,,,,,,,,,,,,
1/2/2009,12.9643,186493916,12.2686,13.0057,12.1657,,,,,,,,,,,,,,,,,,,
1/5/2009,13.5114,295313079,13.31,13.74,13.2443,,,,,,,,,,,,,,,,,,,
1/6/2009,13.2886,322269807,13.7071,13.8814,13.1986,,,,,,,,,,,,,,,,,,,
1/7/2009,13.0014,188235446,13.1157,13.2143,12.8943,,,,,,,,,,,,,,,,,,,
1/8/2009,13.2429,165691940,12.9186,13.3071,12.8629,,,,,,,,,,,,,,,,,,,
1/9/2009,12.94,136641371,13.3157,13.34,12.8771,,,,,,,,,,,,,,,,,,,
1/12/2009,12.6657,153796556,12.9229,12.9986,12.5071,,,,,,,,,,,,,,,,,,,
1/13/2009,12.53,199057520,12.6057,12.82,12.3357,,,,,,,,,,,,,,,,,,,
1/14/2009,12.19,247659934,12.32,12.4643,12.1029,,,,,,,,,,,,,,,,,,,
1/15/2009,11.9114,457872307,11.51,12.0171,11.4357,,,,,,,,,,,,,,,,,,,
1/16/2009,11.7614,261745969,12.0429,12.0543,11.4857,,,,,,,,,,,,,,,,,,,
1/20/2009,11.1714,226902898,11.7043,11.7143,11.1714,,,,,,,,,,,,,,,,,,,
1/21/2009,11.8329,263382639,11.3414,11.84,11.33,,,,,,,,,,,,,,,,,,,
1/22/2009,12.6229,346849474,12.5771,12.8571,12.26,,,,,,,,,,,,,,,,,,,
1/23/2009,12.6229,189842367,12.4029,12.8386,12.3571,,,,,,,,,,,,,,,,,,,
1/26/2009,12.8057,173045232,12.6943,12.9957,12.6143,,,,,,,,,,,,,,,,,,,
1/27/2009,12.9614,152312766,12.8843,13.0786,12.82,,,,,,,,,,,,,,,,,,,
1/28/2009,13.4571,215327485,13.16,13.5714,13.0714,,,,,,,,,,,,,,,,,,,
1/29/2009,13.2857,147435794,13.2986,13.4771,13.2286,,,,,,,,,,,,,,,,,,,
1/30/2009,12.8757,162829079,13.2286,13.3743,12.8586,,,,,,,,,,,,,,,,,,,
2/2/2009,13.0729,139474412,12.7286,13.1429,12.7,,,,,,,,,,,,,,,,,,,
2/3/2009,13.2829,145716034,13.1314,13.34,12.8971,,,,,,,,,,,,,,,,,,,
2/4/2009,13.3643,200979860,13.3171,13.75,13.3,,,,,,,,,,,,,,,,,,,
2/5/2009,13.78,183652475,13.2529,13.8929,13.2314,,,,,,,,,,,,,,,,,,,
2/6/2009,14.2457,168558791,13.86,14.2857,13.8571,,,,,,,,,,,,,,,,,,,
2/9/2009,14.6443,177365003,14.2857,14.7143,14.2143,,,,,,,,,,,,,,,,,,,
2/10/2009,13.9757,209533933,14.4757,14.6443,13.8657,,,,,,,,,,,,,,,,,,,
2/11/2009,13.8314,167746370,13.7671,14.0443,13.6814,,,,,,,,,,,,,,,,,,,
2/12/2009,14.1814,201814681,13.69,14.25,13.69,,,,,,,,,,,,,,,,,,,
2/13/2009,14.1657,151509865,14.1414,14.2771,14.0171,,,,,,,,,,,,,,,,,,,
2/17/2009,13.5043,165083150,13.8386,13.8629,13.4686,,,,,,,,,,,,,,,,,,,
2/18/2009,13.4814,170427301,13.5786,13.6929,13.2457,,,,,,,,,,,,,,,,,,,
2/19/2009,12.9486,225369758,13.3386,13.4643,12.8729,,,,,,,,,,,,,,,,,,,
2/20/2009,13.0286,187457606,12.7714,13.2,12.7143,,,,,,,,,,,,,,,,,,,
2/23/2009,12.4214,188048546,13.0929,13.1429,12.3586,,,,,,,,,,,,,,,,,,,
2/24/2009,12.8929,188977377,12.4926,12.9843,12.4286,,,,,,,,,,,,,,,,,,,
2/25/2009,13.0229,204340911,12.8371,13.2743,12.75,,,,,,,,,,,,,,,,,,,
2/26/2009,12.7414,154262896,13.1429,13.2743,12.7086,,,,,,,,,,,,,,,,,,,
2/27/2009,12.7586,175892553,12.5614,13.0429,12.5243,,,,,,,,,,,,,,,,,,,
3/2/2009,12.5629,190821317,12.5886,13.0286,12.5243,,,,,,,,,,,,,,,,,,,
3/3/2009,12.6243,180208824,12.7043,12.9629,12.5543,,,,,,,,,,,,,,,,,,,
3/4/2009,13.0243,185184916,12.8829,13.2529,12.7786,,,,,,,,,,,,,,,,,,,
3/5/2009,12.6914,176268943,12.9229,13.1243,12.6357,,,,,,,,,,,,,,,,,,,
3/6/2009,12.1857,252464176,12.62,12.6286,11.7614,,,,,,,,,,,,,,,,,,,
3/9/2009,11.8729,172664572,12.0257,12.5143,11.7957,,,,,,,,,,,,,,,,,,,
3/10/2009,12.6611,210609903,12.1243,12.7386,12.0514,,,,,,,,,,,,,,,,,,,
3/11/2009,13.24,211265803,12.83,13.4386,12.7971,,,,,,,,,,,,,,,,,,,
3/12/2009,13.7643,191903658,13.2714,13.7971,13.1429,,,,,,,,,,,,,,,,,,,
